<<<<<<< HEAD
38.877916,-77.13948,0.1
38.879562,-77.143339,0.1
38.879669,-77.142766,0.1
38.878744,-77.140448,0.1
38.87898,-77.140871,0.1
38.935588,-76.993132,0.3
38.935823,-76.993071,0.2
38.937204,-76.993694,0.1
38.937095,-76.993526,0.2
38.938709,-76.993231,0.1
38.939265,-76.992797,0.2
38.940067,-76.992581,0.2
38.892437,-77.026118,0.2
38.892778,-77.026124,0.6
38.893818,-77.02609,0.3
38.893649,-77.025842,0.3
38.89406,-77.025815,0.8
38.84399,-76.991549,0.6
38.841506,-76.991239,0.8
38.84262,-76.991316,0.6
38.842862,-76.99149,0.8
39.006719,-76.775201,0.1
39.006809,-76.775686,0.1
38.922703,-77.026943,0.1
38.922549,-77.027137,0.1
38.92798,-77.027235,0.1
38.896388,-77.02718,1.1
38.896001,-77.026882,1.7
38.923978,-77.026944,0.1
38.897671,-77.027201,0.9
38.924521,-77.027134,0.1
38.920956,-77.027137,0.1
38.920623,-77.026897,0.1
38.898147,-77.026907,1.2
38.926051,-77.02694,0.1
38.899364,-77.026885,1.3
38.899417,-77.027204,0.3
38.926528,-77.027134,0.1
38.901511,-77.027171,0.1
38.92898,-77.027473,0.2
38.928472,-77.027548,0.2
38.902694,-77.027172,0.1
38.902812,-77.026898,0.2
38.904294,-77.027154,0.1
38.930356,-77.028014,0.2
38.930572,-77.027862,0.2
38.905831,-77.027154,0.1
38.90738,-77.027155,0.1
38.9071,-77.026914,0.2
38.900775,-77.026901,0.2
38.909823,-77.027159,0.1
38.909543,-77.026914,0.2
38.932134,-77.028237,0.2
38.910948,-77.026925,0.2
38.912473,-77.026925,0.2
38.912754,-77.027152,0.2
38.910868,-77.027153,0.2
38.914301,-77.027178,0.2
38.916833,-77.026968,0.1
38.917197,-77.027115,0.1
38.914561,-77.026921,0.1
38.919425,-77.026967,0.1
38.91894,-77.027114,0.1
38.876863,-76.991439,0.3
38.905524,-77.02692,0.2
38.873492,-76.991194,1.3
38.873425,-76.991384,1.1
38.851832,-76.984726,0.4
38.851256,-76.985278,0.4
38.948028,-76.990509,0.1
38.945513,-76.990167,0.2
38.946131,-76.990319,0.2
38.947167,-76.99016,0.2
38.947423,-76.990321,0.2
38.923699,-76.990373,0.1
38.950069,-76.990488,0.1
38.924229,-76.990248,0.2
38.925331,-76.99035,0.2
38.925843,-76.990564,0.1
38.927721,-76.9907,0.1
38.927519,-76.990525,0.2
38.929722,-76.990858,0.1
38.92947,-76.99068,0.2
38.930449,-76.990757,0.2
38.938944,-76.990318,0.2
38.939244,-76.990165,0.2
38.932721,-76.991095,0.2
38.932028,-76.991059,0.1
38.932191,-76.9909,0.2
38.93334,-76.990987,0.2
38.93474,-76.991259,0.2
38.934296,-76.991062,0.2
38.936557,-76.990964,0.2
38.935941,-76.990956,0.2
38.937586,-76.9904,0.2
38.937413,-76.990675,0.2
38.940885,-76.990317,0.2
38.940981,-76.990165,0.2
38.942,-76.990322,0.2
38.943076,-76.990321,0.2
38.943139,-76.990167,0.2
38.893231,-77.02799,0.8
38.892417,-77.028275,0.1
38.885438,-77.028235,0.4
38.897551,-77.029758,0.8
38.898163,-77.029485,0.6
38.89853,-77.029762,0.8
38.89948,-77.02976,0.4
38.899668,-77.02948,0.6
38.901105,-77.029439,0.8
38.901498,-77.029764,0.9
38.902818,-77.02976,0.1
38.90285,-77.029495,0.1
38.90555,-77.029493,0.1
38.90522,-77.029757,0.1
38.907016,-77.029493,0.1
38.906961,-77.029755,0.1
38.835768,-76.986566,0.8
38.88621,-76.988384,0.1
38.842147,-76.988436,0.8
38.842026,-76.988587,0.6
38.843132,-76.988433,0.8
38.843375,-76.988579,0.6
38.834055,-76.985262,0.7
38.840975,-76.988579,0.6
38.840841,-76.988439,0.8
38.836839,-76.987703,0.6
38.83672,-76.987409,0.8
38.835903,-76.986899,0.6
38.988443,-76.98392,0.1
38.990259,-76.98435,0.1
38.990481,-76.984517,0.1
38.891407,-76.985569,0.3
38.893742,-76.985573,0.3
38.894941,-76.985571,0.3
38.897086,-76.98557,0.3
38.926605,-76.985812,0.1
38.926887,-76.985967,0.1
38.899922,-76.98557,0.3
38.928684,-76.985978,0.1
38.92896,-76.986124,0.1
38.93069,-76.98614,0.1
38.930953,-76.986286,0.1
38.942409,-76.985552,0.1
38.93291,-76.986445,0.1
38.932646,-76.986299,0.1
38.934608,-76.986431,0.1
38.934894,-76.986534,0.1
38.971948,-77.03352,0.3
38.971958,-77.033321,0.3
38.920356,-77.031963,0.7
38.9209,-77.031742,0.9
38.94585,-77.032625,1.1
38.946284,-77.032832,0.6
38.922308,-77.031872,0.9
38.955584,-77.033302,0.7
38.927271,-77.032389,0.9
38.892369,-77.032089,0.6
38.894814,-77.032087,0.6
38.948019,-77.032635,1.0
38.947975,-77.032841,0.6
38.950121,-77.03353,0.6
38.923527,-77.03201,0.9
38.897192,-77.03182,0.5
38.897664,-77.032086,0.3
38.924085,-77.032325,0.7
38.925163,-77.032176,0.9
38.964183,-77.033515,0.3
38.96381,-77.033319,0.3
38.898513,-77.032092,0.5
38.952015,-77.033527,0.6
38.951755,-77.033332,1.0
38.92582,-77.032458,0.7
38.926777,-77.032553,0.7
38.926346,-77.032258,0.9
38.900919,-77.032085,0.7
38.901139,-77.031809,1.1
38.954303,-77.033531,0.6
38.953899,-77.033335,1.0
38.928472,-77.032734,0.7
38.929114,-77.032615,1.0
38.888952,-77.032101,0.3
38.955429,-77.03356,0.6
38.902283,-77.031814,1.0
38.902824,-77.032083,0.5
38.903537,-77.031784,0.9
38.903925,-77.032097,0.7
38.957198,-77.033335,0.9
38.95703,-77.033528,0.5
38.961351,-77.033334,1.2
38.959165,-77.033335,0.9
38.959408,-77.033525,0.5
38.906888,-77.032089,0.7
38.907072,-77.031812,0.9
38.899175,-77.031815,0.8
38.932244,-77.032633,0.9
38.932694,-77.032839,0.6
38.960358,-77.033527,0.5
38.960508,-77.033337,0.9
38.933767,-77.032622,0.9
38.961252,-77.033525,0.5
38.909924,-77.032084,0.7
38.930488,-77.03286,0.6
38.935664,-77.032635,0.9
38.935101,-77.03283,0.6
38.89638,-77.032086,0.3
38.895972,-77.031817,0.5
38.911015,-77.031814,0.9
38.911402,-77.032087,0.7
38.912784,-77.032084,0.7
38.938879,-77.03284,0.6
38.938528,-77.032631,0.9
38.908346,-77.032086,0.7
38.90918,-77.031824,0.9
38.913903,-77.031812,0.9
38.939836,-77.032827,0.6
38.939593,-77.032618,0.9
38.966308,-77.033522,0.3
38.966003,-77.033321,0.3
38.936848,-77.032638,0.9
38.937236,-77.032859,0.6
